partida_id,temporada,serie,rodada,clube,clube_slug,cartao,atleta,atleta_slug,num_camisa,minuto_nominal,acrescimo,minuto_continuo,periodo,motivo_completo,categoria_infracao,tipo_cartao_detalhe
141,2023,B,15,Novorizontino,novorizontino,Amarelo,Leonardo Santiago Barcelar,leonardo_santiago_barcelar,19,42,0,87,2T,A1.14.  Atuar de maneira a mostrar desrespeito ao jogo - Por atuar de maneira e mostrar desrespeito ao jogo.,outro,
141,2023,B,15,Ponte Preta,ponte_preta,Amarelo,Felipe Amaral Casarin Damasceno,felipe_amaral_casarin_damasceno,8,45,0,90,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar seu adversário de maneira temerária a disputa de bola.,falta_temeraria,
141,2023,B,15,Novorizontino,novorizontino,Amarelo,Willean Bernardo Willemen,willean_bernardo_willemen,97,90,2,92,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar seu adversário de maneira temerária a disputa de bola.,falta_temeraria,
142,2023,B,15,Vila Nova,vila_nova,Amarelo,Leonardo da Silva Cruz Duarte,leonardo_da_silva_cruz_duarte,2,14,0,59,2T,A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por cometer uma falta na disputa de bola impedindo assim um ataque promissor.,outro,
142,2023,B,15,Atlético,atletico,Amarelo,Jefferson Junio Antonio da Silva,jefferson_junio_antonio_da_silva,6,23,0,68,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar seu adversário de maneira temerária na disputa de bola.,falta_temeraria,
142,2023,B,15,Atlético,atletico,Amarelo,Matheus de Sales Cabral,matheus_de_sales_cabral,5,33,0,78,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar seu adversário de maneira temerária na disputa de bola.,falta_temeraria,
142,2023,B,15,Atlético,atletico,Amarelo,Rhaldney Norberto Simião Gomes,rhaldney_norberto_simiao_gomes,8,39,0,84,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar seu adversário de maneira temerária na disputa de bola.,falta_temeraria,
142,2023,B,15,Atlético,atletico,Amarelo,Lucas Xavier Gazal,lucas_xavier_gazal,3,44,0,89,2T,A8.  Comemoração de um gol - Por comemorar abraçado a torcedores no alambrado.,conduta_antidesportiva,
143,2023,B,15,Abc,abc,Amarelo,Ramon Vinicius dos Santos,ramon_vinicius_dos_santos,20,39,0,39,1T,A3.  Retardar o reinício do jogo  - Retardar o reinicio de jogo na cobrança de uma falta de sua equipe.,cera_retardar,
143,2023,B,15,Avaí,avai,Amarelo,Jean Cleber Santos da Silva,jean_cleber_santos_da_silva,16,43,0,43,1T,"A1.24.  Outro motivo (somente neste caso, abriria um campo livre para o árbitro digitar o que quiser\ antidesportiva. por empurrar a bola no peito de seu adversário com o jogo paralisado.",conduta_antidesportiva,
143,2023,B,15,Avaí,avai,Amarelo,Rafael Gustavo Meneghel Gava,rafael_gustavo_meneghel_gava,23,9,0,54,2T,"A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por segurar seu adversário, impedindo um ataque promissor.",outro,
143,2023,B,15,Avaí,avai,Amarelo,Felipe Jose Almeida da Rocha,felipe_jose_almeida_da_rocha,38,17,0,62,2T,"A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma rasteira contra seu adversário de maneira temerária, na disputa de bola.",falta_temeraria,
143,2023,B,15,Abc,abc,Amarelo,Wellington Rodrigues dos Reis,wellington_rodrigues_dos_reis,14,38,0,83,2T,"A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Dar uma entrada temerária contra seu adversário, na disputa de bola.",falta_temeraria,
143,2023,B,15,Abc,abc,Amarelo,Jean Patrick Reis,jean_patrick_reis,8,90,4,94,2T,"A1.24.  Outro motivo (somente neste caso, abriria um campo livre para o árbitro digitar o que quiser\ antidesportiva. por empurrar seu adversário com o jogo paralisado.",conduta_antidesportiva,
144,2023,B,15,Guarani,guarani,Amarelo,Alexis Ivan Alvarino,alexis_ivan_alvarino,14,11,0,11,1T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Dar uma entrada contra um adversário de maneira temerária na disputa da bola.,falta_temeraria,
144,2023,B,15,Guarani,guarani,Amarelo,Mayksilvan da Silva Ferreira,mayksilvan_da_silva_ferreira,6,31,0,76,2T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Dar uma entrada contra um adversário de maneira temerária na disputa da bola.,falta_temeraria,
144,2023,B,15,Guarani,guarani,Amarelo,Diogo Mateus de Almeida Rodrigues Maciel,diogo_mateus_de_almeida_rodrigues_maciel,13,41,0,86,2T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Dar uma entrada contra um adversário de maneira temerária na disputa da bola.,falta_temeraria,
145,2023,B,15,Mirassol,mirassol,Amarelo,Luiz Otavio da Silva Santos,luiz_otavio_da_silva_santos,4,12,0,57,2T,A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por calçar o seu adversário impedindo um ataque promissor.,outro,
145,2023,B,15,Ituano,ituano,Amarelo,Guilherme Augusto Pacheco,guilherme_augusto_pacheco,2,13,0,58,2T,A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por calçar o seu adversário impedindo um  ataque promissor.,outro,
145,2023,B,15,Ituano,ituano,Amarelo,Mario Sergio Valerio,mario_sergio_valerio,6,16,0,61,2T,A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por calçar o seu adversário impedindo um ataque promissor.,outro,
145,2023,B,15,Ituano,ituano,Amarelo,Jose Aldo Soares de Oliveira Filho,jose_aldo_soares_de_oliveira_filho,5,20,0,65,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar o seu adversário de forma temerária em disputa de bola.,falta_temeraria,
145,2023,B,15,Ituano,ituano,Amarelo,Alejandro Santana Viniegra,alejandro_santana_viniegra,10,25,0,70,2T,A1.14.  Atuar de maneira a mostrar desrespeito ao jogo - Atuar de maneira a mostrar desrespeito ao jogo segurando o seu adversário de forma acintosa.,outro,
145,2023,B,15,Mirassol,mirassol,Amarelo,Cristian Renato Gonçalves Riquelme,cristian_renato_goncalves_riquelme,19,45,0,90,2T,"A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar o seu adversário de maneira temerária, na disputa da bola.",falta_temeraria,
146,2023,B,15,Ceará,ceara,Amarelo,Leonardo Rodrigues dos Santos,leonardo_rodrigues_dos_santos,98,2,0,2,1T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma entrada de forma temerária no seu adversário.,falta_temeraria,
146,2023,B,15,Sport,sport,Amarelo,Ronaldo Henrique Ferreira da Silva,ronaldo_henrique_ferreira_da_silva,5,6,0,6,1T,A1.14.  Atuar de maneira a mostrar desrespeito ao jogo - Por conduta antidesportiva ao empurrar seu adversário na disputa de bola.,conduta_antidesportiva,
146,2023,B,15,Sport,sport,Amarelo,Fabio Matheus Ribeiro Lima,fabio_matheus_ribeiro_lima,47,10,0,10,1T,A1.11.  Golpear um adversário de maneira temerária na disputa da bola - Por golpear de forma temerária seu adversário.,falta_temeraria,
146,2023,B,15,Ceará,ceara,Amarelo,Bruno Ferreira Ventura Diniz,bruno_ferreira_ventura_diniz,94,26,0,26,1T,"A1.24.  Outro motivo (somente neste caso, abriria um campo livre para o árbitro digitar o que quiser\ adversário impedindo uma chance clara de gol ao disputar a bola dentro da área penal.",outro,
146,2023,B,15,Ceará,ceara,Amarelo,Jose Ricardo Barbosa Ribeiro Drumond,jose_ricardo_barbosa_ribeiro_drumond,7,28,0,73,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar de forma temerária seu adversário.,falta_temeraria,
147,2023,B,15,Criciúma,criciuma,Amarelo,Miqueias Cabral Evaristo,miqueias_cabral_evaristo,42,2,0,47,2T,A1.11.  Golpear um adversário de maneira temerária na disputa da bola - Golpear seu adversário de maneira temerária na disputa da bola.,falta_temeraria,
147,2023,B,15,Criciúma,criciuma,Amarelo,Welinton Macedo dos Santos,welinton_macedo_dos_santos,15,34,0,79,2T,A3.  Retardar o reinício do jogo  - Retardar o reinício de jogo.,cera_retardar,
147,2023,B,15,Sampaio Corrêa,sampaio_correa,Amarelo,Luiz Otavio Alves Marcolino,luiz_otavio_alves_marcolino,21,39,0,84,2T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Dar uma entrada temerária contra seu adversário na disputa da bola.,falta_temeraria,
148,2023,B,15,Juventude,juventude,Amarelo,Jose Marcos Alves Luis,jose_marcos_alves_luis,3,5,0,5,1T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por dar um calço de maneira temeraria em uma disputa de bola.,falta_temeraria,
148,2023,B,15,Juventude,juventude,Amarelo,Alan Luciano Ruschel,alan_luciano_ruschel,28,6,0,51,2T,"A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por cometer uma falta, impedindo uma ataque promissor.",outro,
148,2023,B,15,Juventude,juventude,Amarelo,Guilherme Gehring,guilherme_gehring,47,28,0,73,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por dar um calço de maneira temeraria em uma disputa de bola.,falta_temeraria,
148,2023,B,15,Juventude,juventude,Amarelo,Danilo Boza Junior,danilo_boza_junior,4,90,5,95,2T,A3.  Retardar o reinício do jogo  - Por retardar o reinicio de jogo em uma cobrança de falta.,cera_retardar,
148,2023,B,15,Vitória,vitoria,Amarelo,Felipe Vieira Augusto,felipe_vieira_augusto,6,90,6,96,2T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma entrada de maneira temeraria em uma disputa de bola.,falta_temeraria,
149,2023,B,15,Tombense,tombense,Amarelo,Augusto de Souza Silva,augusto_de_souza_silva,4,28,0,28,1T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por dar um calço de maneira temerária no seu adversário na disputa pela bola.,falta_temeraria,
149,2023,B,15,Chapecoense,chapecoense,Amarelo,Gildson Pablo de Oliveira Silva,gildson_pablo_de_oliveira_silva,5,1,0,46,2T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma entrada contra seu adversário de maneira temerária na disputa pela bola.,falta_temeraria,
149,2023,B,15,Tombense,tombense,Amarelo,Matheus Henrique Frizzo,matheus_henrique_frizzo,10,45,3,48,1T,"A1.24.  Outro motivo (somente neste caso, abriria um campo livre para o árbitro digitar o que quiser\ adversário de repor a bola em jogo rapidamente.",outro,
149,2023,B,15,Chapecoense,chapecoense,Amarelo,Pablo Fabricio Siles Morales,pablo_fabricio_siles_morales,25,12,0,57,2T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma entrada contra seu adversário de maneira temerária na disputa pela bola.,falta_temeraria,
149,2023,B,15,Tombense,tombense,Amarelo,Felipe Garcia dos Prazeres,felipe_garcia_dos_prazeres,1,27,0,72,2T,A3.  Retardar o reinício do jogo  - Por retardar o reinício de jogo.,cera_retardar,
149,2023,B,15,Tombense,tombense,Amarelo,Jose Fernando Viana de Santana,jose_fernando_viana_de_santana,9,29,0,74,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por dar um calço de maneira temerária no seu adversário na disputa pela bola.,falta_temeraria,
149,2023,B,15,Chapecoense,chapecoense,Amarelo,Diego Coser,diego_coser,19,34,0,79,2T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma entrada contra seu adversário de maneira temerária na disputa pela bola.,falta_temeraria,
149,2023,B,15,Chapecoense,chapecoense,Amarelo,Danrlei Medeiros Moreira,danrlei_medeiros_moreira,99,36,0,81,2T,A2.1.  Reclamar / protestar (verbalmente ou por gestos\ reclamação contra as decisões da arbitragem.,reclamacao,
149,2023,B,15,Chapecoense,chapecoense,Vermelho,Rodrigo dos Santos de Freitas,rodrigo_dos_santos_de_freitas,32,39,0,84,2T,"V2.8.  Outro motivo (detalhar no campo expulsões\ seguintes palavras ""vai se fuder caralho"". após ser expulso ainda veio em minha direção dizendo ""você é um babaca, está querendo aparecer"". logo após foi retirado de campo pelos seus companheiros de equipe. Confederação Brasileira de Futebol Publicação da Súmula: 01/07/2023 00:43 Emissão desta via: 01/07/2023 00:43 Página 2/3",reclamacao,Cartão Vermelho Direto
149,2023,B,15,Tombense,tombense,Amarelo,Guilherme Oliveira Santos,guilherme_oliveira_santos,15,44,0,89,2T,A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por tocar a bola com a mão em um arremate ao gol.,mao_intencional,
149,2023,B,15,Chapecoense,chapecoense,Amarelo,Richard Alexandre Birkheun Rodrigues,richard_alexandre_birkheun_rodrigues,77,90,7,97,2T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma entrada contra seu adversário de maneira temerária na disputa pela bola.,falta_temeraria,
150,2023,B,15,Crb,crb,Amarelo,Guilherme Kennedy Romao,guilherme_kennedy_romao,6,41,0,41,1T,A2.  Desaprovar com palavras ou gestos as decisões da arbitragem  - Desaprovar com palavras as decisões da arbitragem e dar um soco na bola com força.,reclamacao,
150,2023,B,15,Londrina,londrina,Amarelo,Patrick Marcelino,patrick_marcelino,3,28,0,73,2T,A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por cometer uma falta tática impedindo um ataque promissor.,outro,
150,2023,B,15,Londrina,londrina,Amarelo,Joao Paulo da Silva,joao_paulo_da_silva,5,34,0,79,2T,A1.11.  Golpear um adversário de maneira temerária na disputa da bola - Por golpear de forma temerária o rosto do seu adversário.,falta_temeraria,
150,2023,B,15,Crb,crb,Amarelo,Auremir Evangelista dos Santos,auremir_evangelista_dos_santos,5,37,0,82,2T,A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por cometer uma falta tática impedindo um ataque promissor.,outro,
150,2023,B,15,Crb,crb,Vermelho,Auremir Evangelista dos Santos,auremir_evangelista_dos_santos,5,41,0,86,2T,"V2.8.  Outro motivo (detalhar no campo expulsões\ cartão vermelho, o sr. auremir evangelista dos santos, da equipe clube de regatas brasil, por impedir um ataque promissor. saliento que o atleta expulso deixou o campo de jogo sem oferecer resistência para equipe de arbitragem. Confederação Brasileira de Futebol Publicação da Súmula: 01/07/2023 21:46 Emissão desta via: 01/07/2023 21:46 Página 2/3",outro,2º Cartão Amarelo
150,2023,B,15,Londrina,londrina,Amarelo,Diego Jardel Koester,diego_jardel_koester,18,90,1,91,2T,"A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por cometer uma falta tática impedindo um ataque promissor,",outro,
150,2023,B,15,Crb,crb,Amarelo,Edimar Curitiba Fraga,edimar_curitiba_fraga,26,90,6,96,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar seu adversário de forma temerária na disputa da bola.,falta_temeraria,
150,2023,B,15,Londrina,londrina,Amarelo,Ezequiel Jacinto de Biasi,ezequiel_jacinto_de_biasi,2,90,9,99,2T,A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por cometer uma falta tática impedindo um ataque promissor.,outro,
151,2023,B,16,Guarani,guarani,Amarelo,Bruno Jose de Souza,bruno_jose_de_souza,17,26,0,26,1T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma entrada em seu adversário de maneira temerária na disputa de bola.,falta_temeraria,
151,2023,B,16,Londrina,londrina,Amarelo,Paulo Roberto Moccelin,paulo_roberto_moccelin,7,29,0,29,1T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calcar seu adversário de maneira temerária na disputa de bola.,falta_temeraria,
151,2023,B,16,Londrina,londrina,Amarelo,Moises Wolschick,moises_wolschick,8,45,5,50,1T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma entrada em seu adversário de maneira temerária na disputa de bola.,falta_temeraria,
151,2023,B,16,Guarani,guarani,Amarelo,Jose Walber Mota de Amorim,jose_walber_mota_de_amorim,34,31,0,76,2T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma entrada em seu adversário de maneira temerária na disputa de bola.,falta_temeraria,
151,2023,B,16,Londrina,londrina,Amarelo,Helio Miguel Junior,helio_miguel_junior,1,38,0,83,2T,A3.  Retardar o reinício do jogo  - Por retardar o reinicio de jogo.,cera_retardar,
151,2023,B,16,Londrina,londrina,Vermelho,Gustavo Salomao Miguel,gustavo_salomao_miguel,14,40,0,85,2T,"V1.  For culpado de jogo brusco grave  - Expulsei do campo de jogo com cartão vermelho direto, o atleta de n.14 da equipe londrina, sr. gustavo salomão miguel, por jogo brusco grave, ao atingir com as travas da chuteira a cabeça de seu adversário sr. regis augusto salmazzo, n.78 da equipe guarani, durante a disputa da bola. informo que o atleta expulso deixou o campo de jogo sem maiores problemas e o atleta atingido necessitou de atendimento médico, inclusive com a entrada da ambulância e sendo encaminhado para o hospital. Confederação Brasileira de Futebol Publicação da Súmula: 08/07/2023 14:24 Emissão desta via: 08/07/2023 14:24 Página 2/3",falta_temeraria,Cartão Vermelho Direto
152,2023,B,16,Vitória,vitoria,Amarelo,Cleidson Andrade de Souza Silva,cleidson_andrade_de_souza_silva,13,2,0,2,1T,"A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por calçar o seu adversário, impedindo um ataque promissor, em uma disputa de bola.",outro,
152,2023,B,16,Vitória,vitoria,Amarelo,Geirton Marques Aires,geirton_marques_aires,8,28,0,28,1T,"A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por calçar o seu adversário, impedindo um ataque promissor, em uma disputa de bola.",outro,
152,2023,B,16,Vila Nova,vila_nova,Amarelo,Eduardo Vinicius Domachowski,eduardo_vinicius_domachowski,3,41,0,41,1T,"A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por calçar o seu adversário, impedindo um ataque promissor, em uma disputa de bola.",outro,
152,2023,B,16,Vitória,vitoria,Amarelo,Eduardo Marcelo Rodrigues Nunes,eduardo_marcelo_rodrigues_nunes,5,5,0,50,2T,"A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma entrada temerária em seu adversário, em uma disputa de bola.",falta_temeraria,
152,2023,B,16,Vitória,vitoria,Amarelo,Wagner Leonardo Calvelo de Souza,wagner_leonardo_calvelo_de_souza,4,9,0,54,2T,"A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por segurar o seu adversário, impedindo um ataque promissor, em uma disputa de bola.",outro,
152,2023,B,16,Vila Nova,vila_nova,Amarelo,Van Basty Sousa E Silva,van_basty_sousa_e_silva,15,26,0,71,2T,"A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por segurar o seu adversário, impedindo um ataque promissor, em uma disputa de bola.",outro,
152,2023,B,16,Vila Nova,vila_nova,Amarelo,Joao Paulo Ferreira Lourenco,joao_paulo_ferreira_lourenco,10,90,3,93,2T,"A1.11.  Golpear um adversário de maneira temerária na disputa da bola - Por golpear de maneira temerária o seu adversário, em uma disputa de bola.",falta_temeraria,
153,2023,B,16,Avaí,avai,Vermelho,Alexander Silva de Lucena,alexander_silva_de_lucena,53,5,0,5,1T,V2.8.  Outro motivo (detalhar no campo expulsões\ oportunidade clara de gol da equipe adversária.,outro,Cartão Vermelho Direto
153,2023,B,16,Ponte Preta,ponte_preta,Amarelo,Felipe Amaral Casarin Damasceno,felipe_amaral_casarin_damasceno,8,32,0,32,1T,A1.14.  Atuar de maneira a mostrar desrespeito ao jogo - Por cometer um rodizio de faltas contra a equipe adversária.,outro,
153,2023,B,16,Avaí,avai,Amarelo,Eduardo Jacinto de Biasi,eduardo_jacinto_de_biasi,8,2,0,47,2T,"A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Dar uma entrada contra seu adversário de maneira temerária, na disputa de bola.",falta_temeraria,
153,2023,B,16,Ponte Preta,ponte_preta,Amarelo,Mateus Ferreira da Silva,mateus_ferreira_da_silva,4,14,0,59,2T,"A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por cometer uma infração de mão, impedindo um ataque promissor.",mao_intencional,
153,2023,B,16,Avaí,avai,Amarelo,Lucas Baptista Felix,lucas_baptista_felix,7,14,0,59,2T,A2.  Desaprovar com palavras ou gestos as decisões da arbitragem  - Por reclamar de forma ostensiva contra as decisões de arbitragem. o atleta se encontrava no banco de reservas.,reclamacao,
153,2023,B,16,Avaí,avai,Vermelho,Lucas Baptista Felix,lucas_baptista_felix,7,15,0,60,2T,"V2.8.  Outro motivo (detalhar no campo expulsões\ senhor lucas baptista felix, número 7 da equipe do avai f.c que se encontrava no banco de reservas de sua equipe e havia acabado de ser advertido com cartão amarelo, o mesmo se levantou indo em direção do assistente de nº1 reclamando de forma ostensiva contra as decisões da arbitragem, com as seguintes palavras ""seu palhaço, você tá de sacanagem"". o atleta expulso saiu de campo normalmente. Confederação Brasileira de Futebol Publicação da Súmula: 08/07/2023 20:05 Emissão desta via: 08/07/2023 20:05 Página 2/3",reclamacao,Cartão Vermelho Direto
153,2023,B,16,Ponte Preta,ponte_preta,Amarelo,Caique Franca Godoy,caique_franca_godoy,12,16,0,61,2T,A2.  Desaprovar com palavras ou gestos as decisões da arbitragem  - Desaprovar com palavras as decisões da arbitragem.,reclamacao,
153,2023,B,16,Ponte Preta,ponte_preta,Amarelo,Weverton Guilherme da Silva Souza,weverton_guilherme_da_silva_souza,23,23,0,68,2T,A3.  Retardar o reinício do jogo  - Retardar o reinício de jogo na cobrança de uma falta de sua equipe.,cera_retardar,
153,2023,B,16,Ponte Preta,ponte_preta,Amarelo,Fabio Pizarro Sanches,fabio_pizarro_sanches,27,32,0,77,2T,"A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por segurar seu adversário, impedindo um ataque promissor.",outro,
153,2023,B,16,Ponte Preta,ponte_preta,Vermelho,Fabio Pizarro Sanches,fabio_pizarro_sanches,27,42,0,87,2T,"V2.8.  Outro motivo (detalhar no campo expulsões\ segundo tempo, o senhor fabio pizarro sanches, numero 27 da equipe da associação atlética ponte preta por cometer uma falta temerária contra seu adversário, na disputa de bola. o atleta expulso saiu de campo normalmente.",falta_temeraria,2º Cartão Amarelo
153,2023,B,16,Ponte Preta,ponte_preta,Amarelo,Matheus Sousa de Jesus,matheus_sousa_de_jesus,20,44,0,89,2T,A3.5.  Retardar a saída de campo de jogo durante um substituição - Por ficar deitado com intuito de retardar sua saída de campo na substituição.,cera_retardar,
154,2023,B,16,Ituano,ituano,Amarelo,Iury de Oliveira Nascimento,iury_de_oliveira_nascimento,2,45,2,47,1T,A1.14.  Atuar de maneira a mostrar desrespeito ao jogo - Por segurar o seu adversário mostrando desrespeito ao jogo.,outro,
154,2023,B,16,Juventude,juventude,Amarelo,Jean Carlos de Souza Irmer,jean_carlos_de_souza_irmer,5,34,0,79,2T,"A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar o seu adversário de maneira temerária, na disputa da bola.",falta_temeraria,
154,2023,B,16,Ituano,ituano,Amarelo,Matheus Aluísio dos Santos,matheus_aluisio_dos_santos,13,39,0,84,2T,"A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar o seu adversário de maneira temerária, na disputa da bola.",falta_temeraria,
154,2023,B,16,Juventude,juventude,Amarelo,Reginaldo Lopes de Jesus,reginaldo_lopes_de_jesus,93,43,0,88,2T,"A1.11.  Golpear um adversário de maneira temerária na disputa da bola - Por golpear o seu adversário de maneira temerária, na disputa da bola.",falta_temeraria,
154,2023,B,16,Ituano,ituano,Amarelo,Rafael dos Santos Carvalheira Natividade,rafael_dos_santos_carvalheira_natividade,8,90,5,95,2T,"A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar o seu adversário de maneira temerária, na disputa da bola.",falta_temeraria,
155,2023,B,16,Atlético,atletico,Amarelo,Gustavo Coutinho Silva Lopes,gustavo_coutinho_silva_lopes,9,25,0,25,1T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar o seu adversário de forma temerária na disputa da bola.,falta_temeraria,
155,2023,B,16,Atlético,atletico,Amarelo,Luiz Fernando Moraes dos Santos,luiz_fernando_moraes_dos_santos,11,37,0,37,1T,A2.  Desaprovar com palavras ou gestos as decisões da arbitragem  - Por reclamar contra as decisões da arbitragem.,reclamacao,
155,2023,B,16,Atlético,atletico,Amarelo,Heron Crespo da Silva,heron_crespo_da_silva,4,37,0,37,1T,A2.  Desaprovar com palavras ou gestos as decisões da arbitragem  - Por reclamar contra as decisões da arbitragem.,reclamacao,
155,2023,B,16,Novorizontino,novorizontino,Amarelo,Adriano Martins da Fonseca,adriano_martins_da_fonseca,26,45,4,49,1T,A1.14.  Atuar de maneira a mostrar desrespeito ao jogo - Por agarrar o seu adversário de forma acintosa mostrando desrespeito ao jogo.,outro,
155,2023,B,16,Novorizontino,novorizontino,Amarelo,Leonardo Santiago Barcelar,leonardo_santiago_barcelar,19,25,0,70,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar o seu adversário de forma temerária na disputa da bola.,falta_temeraria,
155,2023,B,16,Novorizontino,novorizontino,Amarelo,Marlon Adriano Prezotti,marlon_adriano_prezotti,28,26,0,71,2T,A1.11.  Golpear um adversário de maneira temerária na disputa da bola - Por golpear o seu adversário com o braço de forma temerária.,falta_temeraria,
155,2023,B,16,Atlético,atletico,Amarelo,Lucas Xavier Gazal,lucas_xavier_gazal,3,27,0,72,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar o seu adversário de forma temerária na disputa da bola.,falta_temeraria,
155,2023,B,16,Atlético,atletico,Amarelo,Airton Moises Santos Sousa,airton_moises_santos_sousa,20,42,0,87,2T,A2.  Desaprovar com palavras ou gestos as decisões da arbitragem  - Por reclamar contra as decisões da arbitragem.,reclamacao,
156,2023,B,16,Sport,sport,Amarelo,Luis Fernando Rosa Flores,luis_fernando_rosa_flores,AT,16,0,16,1T,A2.  Desaprovar com palavras ou gestos as decisões da arbitragem  - Por reclamar acintosamente das decisões da arbitragem,reclamacao,
156,2023,B,16,Mirassol,mirassol,Amarelo,Luis Henrique Soares Firmino,luis_henrique_soares_firmino,11,25,0,70,2T,A3.  Retardar o reinício do jogo  - Por retardar o reinicio de jogo.,cera_retardar,
156,2023,B,16,Mirassol,mirassol,Amarelo,Lucas Ramon Batista Silva,lucas_ramon_batista_silva,2,26,0,71,2T,A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por dar uma entrada temerária no seu adversário. AT - Assistente Técnico,falta_temeraria,
157,2023,B,16,Ceará,ceara,Amarelo,Richardson Fernandes dos Santos,richardson_fernandes_dos_santos,6,24,0,24,1T,A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por cometer uma falta tática impedindo um ataque promissor.,outro,
157,2023,B,16,Botafogo,botafogo,Amarelo,Edson Guilherme Mendes dos Santos,edson_guilherme_mendes_dos_santos,7,8,0,53,2T,A1.2.  Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola  - Por calçar o adversário de maneira temerária na disputa da bola.,falta_temeraria,
